Name,Critic_Score,Critic_Count,User_Score,User_Count
Winning Eleven: Pro Evolution Soccer 2007 (2),81.0,10.0,8.3,14.0
Rocky,74.0,14.0,8.4,11.0
Farming Simulator 17,68.0,11.0,7.9,21.0
Ford Racing,53.0,4.0,5.8,4.0
Guitar Hero: Warriors of Rock (2),72.0,65.0,6.5,53.0
Lemmings,76.0,46.0,7.9,14.0
Dynasty Warriors 4: Xtreme Legends,72.0,15.0,9.1,39.0
Pictionary,71.0,7.0,,
Tomb Raider: Anniversary,73.0,22.0,7.3,25.0
2010 FIFA World Cup South Africa (2),83.0,61.0,8.1,58.0
NBA 2K8,81.0,33.0,7.0,28.0
Tiger Woods PGA Tour 2005 (2),88.0,26.0,8.9,14.0
The Lord of the Rings: War in the North,61.0,48.0,7.4,113.0
Kingdoms of Amalur: Reckoning (2),81.0,34.0,7.6,376.0
Dragon Ball Z: Burst Limit,71.0,32.0,7.2,52.0
Tekken Tag Tournament 2,82.0,50.0,8.2,195.0
Wii Fit U,72.0,19.0,7.7,72.0
Ninja Gaiden Sigma 2,83.0,52.0,7.7,115.0
Tales of Xillia 2,71.0,59.0,7.9,216.0
Ratatouille (2),65.0,9.0,8.0,11.0
Burnout 2: Point of Impact,86.0,31.0,8.2,49.0
Street Fighter EX3,64.0,17.0,7.9,31.0
The Legendary Starfy,75.0,25.0,8.4,26.0
NCAA Football 11 (2),85.0,22.0,7.4,25.0
The House of the Dead: Overkill,78.0,65.0,8.7,95.0
Army of Two: The 40th Day (2),74.0,56.0,7.0,88.0
Darksiders II,84.0,39.0,7.1,424.0
The Evil Within (2),,,7.6,195.0
Spider-Man 2 (4),80.0,41.0,8.8,30.0
Ghostbusters: The Video Game (2),78.0,74.0,7.9,96.0
The Incredibles (3),63.0,27.0,7.1,7.0
NBA 2K10 (2),83.0,30.0,7.8,39.0
ATV Quad Power Racing 2,68.0,19.0,,
Skate 2 (2),84.0,50.0,7.8,53.0
Big Mutha Truckers,62.0,15.0,5.3,20.0
Rogue Galaxy,83.0,59.0,8.5,90.0
Tales of the Abyss,75.0,33.0,7.6,198.0
ESPN College Hoops 2K5,86.0,14.0,8.1,10.0
NCAA Football 14 (2),77.0,9.0,6.2,40.0
Burnout Legends,86.0,53.0,8.4,108.0
Harry Potter and the Order of the Phoenix,51.0,15.0,4.9,19.0
Sniper Elite V2 (2),67.0,37.0,6.8,131.0
Madden NFL 09 All-Play,82.0,19.0,7.2,22.0
Metroid: Zero Mission,89.0,50.0,9.0,132.0
Ben 10: Protector of Earth (3),,,7.7,15.0
Blazing Angels: Squadrons of WWII,57.0,11.0,6.7,28.0
God of War Saga,,,8.3,53.0
Dynasty Warriors 2,75.0,17.0,8.8,24.0
Time Crisis 4,60.0,52.0,7.4,21.0
Madden NFL 07 (4),78.0,18.0,6.6,16.0
Duke Nukem Forever,49.0,76.0,4.4,456.0
Lizzie McGuire 2: Lizzie Diaries,57.0,6.0,5.0,5.0
NCAA Football 12 (2),82.0,17.0,5.8,41.0
Tiger Woods PGA Tour 11,78.0,40.0,6.7,17.0
Brute Force,77.0,45.0,7.8,49.0
WWE SmackDown vs. Raw 2009 (4),79.0,18.0,8.5,18.0
Sly 3: Honor Among Thieves,83.0,59.0,8.8,130.0
MLB SlugFest 20-03,77.0,25.0,8.2,6.0
Need for Speed: Nitro,69.0,41.0,7.4,38.0
DJ Hero 2,86.0,66.0,7.9,23.0
Rare Replay,84.0,75.0,7.7,330.0
Street Fighter X Tekken,84.0,51.0,5.3,191.0
Sid Meiers Civilization Revolution,84.0,55.0,7.8,172.0
Dragon Age II (2),82.0,52.0,4.3,1199.0
Call of Duty: Modern Warfare 3 (4),70.0,16.0,1.8,442.0
James Bond 007: Nightfire (2),78.0,30.0,7.8,25.0
Tony Hawks Pro Skater 3 (3),91.0,27.0,9.0,27.0
Marvel: Ultimate Alliance (2),81.0,29.0,8.2,35.0
Stranglehold,77.0,59.0,7.6,91.0
Harvest Moon: Tree of Tranquility,65.0,18.0,8.2,28.0
Tony Hawks Underground 2 Remix,83.0,49.0,8.0,34.0
Madden NFL 25 (4),73.0,18.0,5.9,111.0
Need for Speed: Hot Pursuit 2 (2),75.0,18.0,6.4,15.0
I Spy: Fun House,53.0,6.0,,
Amped: Freestyle Snowboarding,78.0,30.0,9.0,20.0
LEGO Marvels Avengers,71.0,70.0,7.0,87.0
The Price is Right,,,4.3,9.0
Killzone: Mercenary,78.0,86.0,8.8,517.0
Rocket Power: Beach Bandits,,,6.6,13.0
Devil May Cry HD Collection,74.0,27.0,8.8,159.0
Shin Megami Tensei: Persona 4,90.0,47.0,8.9,642.0
The Lord of the Rings: War in the North (2),63.0,33.0,7.0,100.0
Ready 2 Rumble Boxing: Round 2,75.0,20.0,,
Dance Central 3,86.0,43.0,8.0,45.0
Tales of Destiny II,78.0,9.0,8.7,31.0
NASCAR 2001,73.0,8.0,6.1,9.0
The Legend of Zelda: Four Swords Adventures,86.0,55.0,7.2,74.0
MediEvil: Resurrection,66.0,43.0,8.7,53.0
Valkyrie Profile,81.0,8.0,8.8,38.0
Dragon Ball: Raging Blast 2,60.0,27.0,7.5,63.0
Shaun White Snowboarding,60.0,48.0,7.6,25.0
Patapon,86.0,60.0,8.7,102.0
Metal Gear Solid V: The Phantom Pain (2),95.0,10.0,7.2,907.0
Pro Evolution Soccer 2010 (3),78.0,34.0,7.6,29.0
Tom Clancys Rainbow Six 3 (2),70.0,34.0,8.2,17.0
Final Fantasy X / X-2 HD Remaster (2),86.0,14.0,8.5,225.0
NCAA Football 10 (2),80.0,20.0,6.9,14.0
Guitar Hero: Warriors of Rock (3),74.0,46.0,7.1,30.0
Battle of Giants: Dinosaurs,,,7.2,9.0
The Sims 2 (3),75.0,31.0,4.4,166.0
SingStar Vol. 2,76.0,36.0,,
Forza Horizon 2 (2),,,5.1,117.0
Yakuza,75.0,58.0,8.2,75.0
Disney's The Little Mermaid: Ariels Undersea Adventure,,,7.0,4.0
Star Wars Rogue Squadron III: Rebel Strike,75.0,36.0,7.6,51.0
Hitman: Contracts,80.0,39.0,8.3,44.0
Professor Layton vs Phoenix Wright: Ace Attorney,79.0,69.0,8.5,100.0
Ben 10: Alien Force (2),45.0,6.0,7.8,11.0
Final Fantasy Anthology,80.0,14.0,8.1,28.0
DiRT 2 (2),87.0,65.0,8.2,110.0
Deca Sports 2,49.0,7.0,,
Prince of Persia: Warrior Within (2),83.0,55.0,7.5,35.0
WWE 2K17,69.0,51.0,6.9,93.0
Pro Evolution Soccer 2010 (4),72.0,9.0,4.6,5.0
Guitar Hero: Metallica (2),84.0,62.0,8.1,79.0
Pro Evolution Soccer 2016,87.0,54.0,7.1,682.0
Need for Speed: Hot Pursuit 2 (3),68.0,16.0,8.3,15.0
Madden NFL 16 (4),,,3.1,18.0
Rayman Raving Rabbids 2 (2),57.0,8.0,7.0,15.0
The Sims 2: Pets (2),57.0,9.0,7.3,10.0
Dragon Ball Z: Budokai Tenkaichi 2,73.0,31.0,8.6,61.0
Need for Speed Rivals (3),76.0,12.0,5.4,107.0
Star Wars The Clone Wars: Republic Heroes,48.0,10.0,6.4,5.0
Guitar Hero: Aerosmith (4),71.0,11.0,6.3,15.0
pro evolution soccer 2011 (2),74.0,10.0,5.8,5.0
Sniper: Ghost Warrior (2),53.0,17.0,6.0,34.0
Harvest Moon: A Wonderful Life,79.0,28.0,8.9,148.0
DmC: Devil May Cry,85.0,40.0,5.3,1475.0
All Star Cheer Squad,,,5.2,10.0
Motocross Mania,34.0,6.0,5.3,6.0
WWE 2K15 (2),55.0,5.0,3.1,57.0
Darksiders II (2),83.0,63.0,8.0,458.0
[Prototype 2],74.0,69.0,7.0,174.0
Dance Dance Revolution SuperNOVA 2,70.0,10.0,,
Armored Core 2,78.0,23.0,8.4,19.0
The Godfather II,65.0,72.0,6.9,60.0
Dragons Dogma (2),75.0,59.0,7.8,321.0
Band Hero (2),76.0,52.0,5.0,30.0
NCAA Football 08,83.0,6.0,8.4,24.0
FIFA Soccer 2004 (2),82.0,20.0,8.2,23.0
The Sims 2: Castaway (2),64.0,5.0,7.3,18.0
Golden Sun: Dark Dawn,79.0,63.0,8.1,87.0
Star Ocean: The Last Hope,72.0,56.0,7.2,150.0
Invizimals,69.0,32.0,7.3,19.0
Too Human,65.0,80.0,7.0,458.0
Tiger Woods PGA Tour 10 (2),81.0,38.0,7.7,9.0
Secret Agent Barbie: Royal Jewels Mission,71.0,4.0,,
Tom Clancys Splinter Cell: Double Agent,85.0,59.0,8.1,148.0
Naruto Shippuden: Ultimate Ninja Storm 2 (2),74.0,31.0,8.5,39.0
Fight Night Champion (2),86.0,59.0,7.4,106.0
Bayonetta 2,91.0,80.0,8.3,1226.0
Dead Island: Riptide,57.0,43.0,6.3,193.0
The World Ends With You,88.0,59.0,8.9,284.0
MadWorld,81.0,74.0,8.6,178.0
Star Wars The Clone Wars: Jedi Alliance,68.0,10.0,7.8,32.0
Drawn to Life,73.0,34.0,8.0,31.0
Sid Meiers Civilization Revolution (2),85.0,39.0,7.7,87.0
NBA 2K7,81.0,12.0,8.4,18.0
James Bond 007: Nightfire (3),80.0,17.0,8.5,47.0
Goldeneye 007: Reloaded,72.0,38.0,6.3,53.0
Rayman Origins (2),87.0,55.0,8.2,210.0
Aliens: Colonial Marines,48.0,47.0,3.8,452.0
Lips,71.0,43.0,7.4,34.0
Need for Speed: ProStreet (5),57.0,14.0,7.1,19.0
Perfect Dark Zero,81.0,75.0,7.3,229.0
Marvel Nemesis: Rise of the Imperfects,53.0,30.0,6.3,46.0
Need for Speed: Porsche Unleashed,78.0,13.0,8.5,24.0
ABBA: You Can Dance,66.0,5.0,,
Resident Evil: Operation Raccoon City (2),52.0,56.0,4.9,331.0
LEGO Batman 2: DC Super Heroes (4),72.0,6.0,5.2,25.0
Worms: Open Warfare,70.0,22.0,6.6,18.0
UFC Personal Trainer: The Ultimate Fitness System,70.0,36.0,6.5,15.0
Personal Trainer: Walking,69.0,6.0,,
Ghost Squad,69.0,42.0,7.5,31.0
Star Wars Episode II: Attack of the Clones,38.0,14.0,5.0,6.0
The Witcher 3: Wild Hunt (3),93.0,32.0,9.3,10766.0
Maximo: Ghosts to Glory,84.0,33.0,8.7,16.0
Donkey Kong Country 3,77.0,16.0,8.4,28.0
All-Star Baseball 2003,81.0,15.0,8.4,17.0
Unlimited Saga,45.0,26.0,3.0,29.0
Pokemon Dash,46.0,28.0,5.9,34.0
Dragon Ball: Raging Blast,57.0,26.0,7.2,58.0
Twisted Metal: Head On,79.0,45.0,8.2,38.0
Cabelas Deer Hunt: 2004 Season,,,9.0,40.0
Sonic Unleashed (4),66.0,5.0,6.8,50.0
Tetris Party Deluxe,76.0,11.0,,
Driv3r (2),56.0,57.0,4.7,69.0
ISS Pro Evolution,94.0,4.0,8.7,41.0
Need For Speed: Undercover (4),52.0,7.0,6.8,37.0
DJ Hero (3),87.0,22.0,7.6,19.0
Metroid Prime Hunters,85.0,54.0,8.0,188.0
Star Wars: The Force Unleashed II (3),71.0,10.0,7.8,31.0
NBA 2K16 (4),,,4.3,14.0
Lego Batman 3: Beyond Gotham (3),,,6.7,11.0
Star Wars Battlefront: Elite Squadron,63.0,25.0,8.0,41.0
Syphon Filter: The Omega Strain,65.0,47.0,6.9,30.0
FIFA Soccer 11 (5),,,6.6,7.0
The Sims 3 (5),52.0,29.0,3.3,31.0
Mortal Kombat: Deception (2),81.0,53.0,8.8,24.0
Thats So Raven,39.0,6.0,7.6,5.0
DJ Hero 2 (2),86.0,46.0,7.9,23.0
Portal 2 (3),95.0,52.0,8.8,6035.0
Duke Nukem Forever (2),51.0,48.0,4.9,278.0
True Crime: New York City,60.0,47.0,7.8,62.0
Legends of Wrestling,55.0,24.0,8.1,15.0
Lost Planet 2 (2),68.0,63.0,6.1,102.0
Harry Potter and the Half-Blood Prince,60.0,35.0,6.0,8.0
Wall-E (3),67.0,8.0,8.4,9.0
Professor Layton and the Azran Legacy,81.0,58.0,7.9,86.0
Mega Man X5,76.0,10.0,8.9,55.0
Genji: Days of the Blade,55.0,46.0,5.8,30.0
Rockstar Games presents Table Tennis (2),81.0,75.0,7.8,69.0
Drawn to Life: The Next Chapter,58.0,22.0,6.0,8.0
PokePark 2: Wonders Beyond,60.0,18.0,7.0,27.0
WWE SmackDown vs. Raw 2009 (5),72.0,9.0,6.0,9.0
Pro Evolution Soccer 2015,82.0,56.0,7.2,387.0
SoulCalibur V,81.0,53.0,6.7,152.0
Shark Tale,69.0,30.0,6.5,6.0
Zone of the Enders,78.0,21.0,7.4,49.0
Tony Hawks Underground 2 (2),83.0,55.0,7.8,12.0
Madden NFL 06 (3),75.0,23.0,7.9,16.0
Dragon Age: Inquisition (3),85.0,45.0,5.9,3951.0
Raving Rabbids: Travel in Time,62.0,24.0,7.6,14.0
Capcom vs. SNK 2: Mark of the Millennium 2001,81.0,22.0,7.9,27.0
MVP 06 NCAA Baseball,76.0,27.0,9.0,18.0
[Prototype 2] (2),79.0,39.0,6.8,179.0
Dark Souls II (2),91.0,30.0,7.9,916.0
Turok,69.0,63.0,7.1,120.0
Coded Arms,59.0,42.0,6.5,61.0
Assassins Creed: Revelations (3),80.0,20.0,7.4,782.0
Final Fantasy Tactics A2: Grimoire of the Rift,80.0,47.0,7.0,107.0
The Lord of the Rings: Conquest,54.0,45.0,7.1,57.0
Band Hero (3),76.0,45.0,6.8,9.0
Burnout,79.0,25.0,7.7,33.0
Spectrobes,63.0,37.0,7.7,32.0
Tom Clancys Rainbow Six: Vegas (3),60.0,20.0,7.1,31.0
The Godfather II (2),67.0,53.0,7.2,50.0
Need for Speed: Shift (3),69.0,11.0,6.5,31.0
Mortal Kombat: Unchained,70.0,19.0,8.8,31.0
LEGO Marvel Super Heroes (6),82.0,8.0,8.0,71.0
Sega Superstars Tennis (3),65.0,19.0,,
MLB 13: The Show,87.0,36.0,7.9,116.0
Resident Evil: Revelations (2),74.0,30.0,7.2,204.0
Midnight Club 3: DUB Edition (2),84.0,53.0,7.4,40.0
Tiger Woods PGA Tour 2001,74.0,19.0,,
Red Faction: Guerrilla (2),85.0,56.0,8.1,136.0
Ace Combat: Assault Horizon,77.0,28.0,6.7,82.0
Unreal Championship,83.0,29.0,8.2,24.0
Crysis 2 (3),86.0,42.0,6.8,1604.0
Tales of Vesperia,79.0,67.0,8.2,265.0
Style Savvy: Trendsetters,76.0,5.0,8.0,15.0
Just Dance 2015 (2),75.0,6.0,6.6,26.0
Namco Museum Remix,49.0,18.0,6.3,4.0
Sword of Mana,72.0,31.0,8.3,25.0
Persona 4: Arena,86.0,47.0,7.7,180.0
Marvel: Ultimate Alliance 2 (2),74.0,48.0,7.3,51.0
Resonance of Fate,72.0,42.0,8.0,136.0
Madagascar: Escape 2 Africa,55.0,6.0,,
Pirates of the Caribbean: At Worlds End,55.0,24.0,6.9,19.0
Tiger Woods PGA Tour 08 (2),79.0,30.0,6.6,7.0
Mafia III (2),67.0,21.0,4.6,286.0
Classic NES Series: Donkey Kong,55.0,15.0,4.8,4.0
Harvest Moon: Animal Parade,76.0,10.0,8.9,20.0
WWE SmackDown vs. Raw 2010 (4),78.0,11.0,7.7,9.0
Final Fantasy XIII-2 (2),79.0,50.0,6.3,268.0
Oddworld: Munchs Oddysee,80.0,30.0,8.7,32.0
Brink (2),72.0,39.0,5.8,168.0
NHL 11,88.0,49.0,7.7,71.0
NCAA Football 07 (2),79.0,43.0,6.9,20.0
Persona Q: Shadow of the Labyrinth,83.0,56.0,8.1,169.0
Borderlands: The Pre-Sequel,74.0,16.0,6.4,161.0
Full Spectrum Warrior,84.0,67.0,8.7,27.0
Madden NFL 11 (3),75.0,6.0,5.4,7.0
Katamari Damacy,86.0,55.0,9.0,86.0
Naruto Shippuden: Ultimate Ninja Storm Generations,74.0,23.0,7.1,83.0
MLB 10: The Show,91.0,33.0,8.3,107.0
Shaun Palmers Pro Snowboarder,64.0,17.0,8.7,13.0
James Bond 007: Agent Under Fire (3),74.0,16.0,6.8,26.0
My Little Pony: Pinkie Pies Party,,,0.0,4.0
Harvest Moon DS: Island of Happiness,65.0,15.0,7.0,22.0
Star Wars Episode III: Revenge of the Sith (3),73.0,13.0,7.5,12.0
Monopoly Streets,65.0,9.0,5.2,5.0
Ultimate Spider-Man,74.0,52.0,7.9,54.0
Skylanders: Trap Team (3),86.0,4.0,7.1,18.0
Total War: Rome II,76.0,71.0,4.2,3750.0
Rabbids Go Home (2),70.0,7.0,,
MLB 14: The Show,83.0,17.0,7.7,205.0
NBA Live 08,68.0,10.0,6.6,9.0
Star Ocean: The Last Hope International,74.0,45.0,6.7,155.0
Indiana Jones and the Staff of Kings,55.0,32.0,7.0,28.0
Dead to Rights (2),73.0,39.0,8.9,16.0
Tiger Woods PGA Tour 07,79.0,33.0,6.0,8.0
Major League Baseball 2K7,79.0,31.0,7.1,34.0
XCOM: Enemy Unknown,89.0,57.0,8.2,2241.0
X-Men: Mutant Academy 2,72.0,12.0,8.4,18.0
Kirby: Canvas Curse,86.0,48.0,8.2,87.0
iCarly,,,8.3,6.0
Madden NFL 10 (4),77.0,23.0,7.2,24.0
MLB 09: The Show,90.0,27.0,8.1,61.0
Super Monkey Ball Jr.,82.0,20.0,8.6,11.0
F1 2011 (2),84.0,61.0,7.1,55.0
Mobile Suit Gundam: Encounters in Space,66.0,10.0,8.5,37.0
NBA Live 09,77.0,32.0,7.4,14.0
MX vs. ATV Reflex (2),75.0,47.0,6.5,31.0
Blur,81.0,58.0,8.2,86.0
Battlefield: Bad Company 2 (3),87.0,46.0,8.3,1476.0
DiRT 3 (2),87.0,81.0,7.1,166.0
The Lord of the Rings: The Two Towers (3),79.0,17.0,8.1,18.0
Madden NFL 2003 (2),92.0,16.0,8.3,16.0
Skate,86.0,59.0,8.4,137.0
Ben 10: Protector of Earth (4),60.0,4.0,7.2,23.0
Virtua Fighter 4: Evolution,93.0,30.0,9.0,48.0
Crysis,91.0,56.0,8.0,1983.0
The Sims 2: Castaway (3),66.0,8.0,4.0,5.0
Resident Evil: Survivor,39.0,10.0,7.0,47.0
Super Trucks Racing,66.0,8.0,,
Godzilla: Destroy All Monsters Melee,73.0,30.0,7.8,24.0
Jeremy McGrath Supercross 2000,43.0,11.0,,
Silent Hill 3,85.0,41.0,8.8,321.0
Spyro: Enter the Dragonfly (2),48.0,13.0,5.1,24.0
Scooby-Doo 2: Monsters Unleashed,46.0,5.0,,
Power Rangers: Dino Thunder,49.0,6.0,6.2,5.0
Madden NFL 08 (5),75.0,10.0,6.8,8.0
Madden NFL 09 (4),68.0,8.0,6.5,4.0
Call of Duty: Ghosts (5),68.0,14.0,2.1,3416.0
Dynasty Warriors 6,59.0,31.0,7.2,50.0
NCAA Football 09,83.0,24.0,7.7,26.0
Doom 3: Resurrection of Evil,77.0,41.0,7.9,16.0
SSX (3),82.0,65.0,6.4,186.0
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,65.0,43.0,5.9,21.0
Two Worlds,50.0,44.0,5.5,183.0
Watch Dogs 2 (2),83.0,10.0,7.5,160.0
Tony Hawks Underground (3),89.0,19.0,8.5,24.0
Spider-Man 2 (5),67.0,43.0,6.9,8.0
NCAA Football 08 (2),81.0,30.0,7.8,44.0
Star Wars: Obi-Wan,58.0,28.0,5.9,14.0
Ace Attorney Investigations: Miles Edgeworth,78.0,51.0,8.4,79.0
Catherine,79.0,61.0,8.1,377.0
Kill.Switch,73.0,33.0,8.3,19.0
Madden NFL 2005 (3),90.0,26.0,,
F-14 Tomcat,67.0,8.0,,
SplashDown,84.0,22.0,8.2,11.0
FIFA Soccer 11 (6),63.0,5.0,,
Jade Empire,89.0,84.0,8.6,113.0
Infinite Undiscovery,68.0,60.0,7.0,158.0
The Last Guardian,82.0,99.0,7.6,1410.0
NHL 12,86.0,56.0,7.0,73.0
Advance Wars,92.0,28.0,9.0,95.0
NASCAR 2001 (2),66.0,16.0,6.6,9.0
WWE SmackDown vs. Raw 2011 (3),,,6.7,7.0
Mafia,65.0,30.0,7.6,63.0
Ape Escape: On the Loose,66.0,35.0,6.5,17.0
MLB 08: The Show,85.0,33.0,8.7,76.0
Mobile Suit Gundam: Journey to Jaburo,58.0,16.0,8.1,49.0
TimeSplitters 2,90.0,33.0,8.8,127.0
Omerta: City of Gangsters (2),43.0,18.0,3.3,25.0
Driver: San Francisco (2),80.0,63.0,7.6,130.0
James Bond 007: Blood Stone,65.0,49.0,7.4,46.0
Classic NES Series: Zelda II: The Adventure of Link,73.0,8.0,7.5,40.0
Disney's Chicken Little,71.0,6.0,,
Metal Gear Solid: Portable Ops Plus,65.0,19.0,7.5,27.0
LEGO Rock Band,70.0,15.0,6.8,6.0
Need for Speed Rivals (4),75.0,18.0,5.8,175.0
The LEGO Movie Videogame (3),,,5.4,13.0
Halo 2 Multiplayer Map Pack,89.0,37.0,7.4,34.0
The Sims: Medieval,77.0,56.0,6.0,174.0
Mortal Kombat: Shaolin Monks,77.0,41.0,8.6,77.0
FIFA Soccer 13 (3),,,1.6,21.0
MotionSports,40.0,30.0,4.0,10.0
MX vs. ATV Unleashed: On the Edge,68.0,22.0,8.1,7.0
Mario Pinball Land,62.0,35.0,4.9,11.0
Sniper Elite 3,67.0,41.0,7.1,180.0
Dragon Ball Z: Budokai (2),65.0,16.0,6.4,16.0
Plants vs. Zombies: Garden Warfare (2),76.0,65.0,7.4,440.0
The Sims 2: Apartment Pets,50.0,12.0,3.3,4.0
Harry Potter and the Chamber of Secrets (4),77.0,14.0,8.3,27.0
Prince of Persia: The Forgotten Sands,75.0,49.0,7.5,122.0
LEGO Batman 2: DC Super Heroes (5),,,8.0,4.0
The Lord of the Rings: The Return of the King (3),84.0,23.0,8.5,21.0
Top Spin 4,82.0,37.0,7.7,55.0
Baldurs Gate: Dark Alliance II,78.0,44.0,8.7,54.0
Shark Tale (2),63.0,8.0,9.0,4.0
IL-2 Sturmovik: Birds of Prey,81.0,28.0,7.3,20.0
Test Drive Unlimited 2,68.0,61.0,6.4,87.0
LEGO Jurassic World (4),70.0,17.0,6.7,44.0
NBA Street Vol. 2 (2),89.0,22.0,8.8,24.0
MX vs. ATV Untamed,70.0,43.0,7.1,17.0
The Last Remnant,66.0,49.0,6.9,123.0
NCAA Football 2005 (2),89.0,29.0,8.0,12.0
Wolfenstein: The New Order (2),79.0,18.0,7.8,399.0
The Sly Collection,85.0,46.0,8.8,172.0
Naruto: Clash of Ninja,72.0,21.0,8.1,20.0
Prince of Persia: The Two Thrones,85.0,46.0,8.6,113.0
Hot Shots Golf: Open Tee 2,82.0,42.0,8.6,12.0
Iron Man,42.0,27.0,6.2,45.0
Suikoden II,82.0,8.0,8.4,163.0
RIFT,84.0,59.0,7.3,562.0
FIFA Soccer 06 (2),80.0,39.0,7.5,22.0
Terraria,81.0,39.0,7.1,140.0
Fight Night 2004 (2),85.0,47.0,8.7,20.0
LEGO Harry Potter: Years 1-4 (5),71.0,4.0,,
Skylanders: Trap Team (4),,,7.0,5.0
.hack//Mutation Part 2,76.0,24.0,8.9,81.0
Cars: Mater-National Championship,69.0,7.0,6.8,5.0
Kirbys Dream Collection: Special Edition,82.0,6.0,8.8,37.0
Midway Arcade Treasures 2,74.0,28.0,,
Return to Castle Wolfenstein: Tides of War,84.0,38.0,8.8,33.0
The Evil Within (3),79.0,24.0,7.3,432.0
Spider-Man 3 (2),60.0,33.0,7.0,40.0
F1 2015,65.0,46.0,6.4,44.0
100 Classic Books,70.0,7.0,6.0,12.0
Mass Effect (2),89.0,45.0,8.6,2411.0
Star Wars: Republic Commando,78.0,54.0,8.9,89.0
Armored Core 3,74.0,23.0,9.0,33.0
The LEGO Movie Videogame (4),71.0,31.0,7.1,98.0
Turok (2),67.0,38.0,6.0,39.0
Red Steel,63.0,54.0,6.8,121.0
Unreal Tournament III,86.0,42.0,7.7,127.0
The Sims 3 (6),73.0,9.0,6.4,20.0
The Sims 3: High-End Loft Stuff,,,6.5,17.0
Napoleon: Total War,81.0,56.0,7.9,517.0
Fossil Fighters: Champions,68.0,8.0,7.1,11.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",66.0,7.0,6.8,5.0
Madden NFL 10 (5),,,7.8,5.0
Pro Pinball: Big Race USA,69.0,4.0,,
NFL Street (2),81.0,38.0,8.8,9.0
Final Fantasy Crystal Chronicles: Ring of Fates,77.0,41.0,7.1,26.0
Blazing Angels: Squadrons of WWII (2),67.0,26.0,6.9,9.0
Bakugan: Battle Brawlers (2),62.0,12.0,7.2,11.0
WWE SmackDown vs. RAW 2007 (2),78.0,13.0,8.1,21.0
Tony Hawks Proving Ground,65.0,6.0,6.6,17.0
The Darkness,80.0,35.0,7.7,109.0
MLB 2004,61.0,21.0,7.9,9.0
BioShock Infinite (3),94.0,68.0,8.5,7350.0
Darkstone,58.0,10.0,8.4,13.0
LEGO Harry Potter: Years 5-7 (4),69.0,4.0,,
NCAA March Madness 2003,74.0,13.0,8.0,27.0
Finding Nemo (4),63.0,11.0,,
Thrillville,69.0,32.0,2.9,52.0
Lollipop Chainsaw,67.0,37.0,7.1,199.0
Madagascar (3),70.0,21.0,,
Tom Clancys EndWar (2),76.0,33.0,6.6,42.0
Castlevania: Lords of Shadow (2),83.0,70.0,7.8,239.0
NHL 10,88.0,52.0,8.4,71.0
Street Fighter Anniversary Collection,78.0,30.0,8.7,20.0
NHL 13,83.0,44.0,6.6,86.0
Rayman Legends (2),92.0,35.0,8.7,467.0
The Sims: Bustin Out (3),81.0,30.0,9.0,15.0
Ratatouille (3),64.0,7.0,7.1,7.0
The Crew (2),64.0,18.0,5.9,177.0
Shrek: Hassle at the Castle,71.0,7.0,7.4,5.0
Plants vs. Zombies: Garden Warfare (3),,,7.8,24.0
Suikoden IV,63.0,44.0,7.4,48.0
Gods Eater Burst,71.0,30.0,7.9,35.0
Fist of the North Star: Kens Rage,60.0,30.0,6.9,29.0
One Piece: Pirate Warriors 2,71.0,35.0,7.8,61.0
Disney's Kim Possible 2: Drakkens Demise,77.0,8.0,,
Brothers In Arms: Road to Hill 30,88.0,64.0,8.0,69.0
Mortal Kombat (4),85.0,51.0,7.8,192.0
Freedom Wars,73.0,39.0,8.3,266.0
Kung Fu Panda (4),73.0,6.0,8.6,5.0
Evolve (2),74.0,31.0,5.1,337.0
The Last Story,80.0,61.0,8.4,179.0
Shaun White Snowboarding (2),63.0,30.0,6.3,26.0
Radiata Stories,74.0,36.0,9.1,55.0
LEGO Jurassic World (5),,,7.2,11.0
Far Cry 4 (5),80.0,17.0,6.7,1079.0
Wario: Master of Disguise,60.0,35.0,7.4,19.0
F-Zero GX,89.0,50.0,8.6,163.0
Disney's Chicken Little (2),60.0,20.0,8.9,7.0
Scene It? Box Office Smash,76.0,32.0,7.4,25.0
Yoshi Topsy-Turvy,60.0,23.0,6.6,5.0
Metal Gear Solid V: The Phantom Pain (3),,,7.2,175.0
Monster Jam: Maximum Destruction,47.0,11.0,6.0,6.0
Tiger Woods PGA Tour 09,82.0,34.0,7.2,9.0
Tiger Woods PGA Tour 09 (2),84.0,41.0,7.8,29.0
Assassins Creed IV: Black Flag (5),84.0,10.0,7.7,1483.0
Advance Wars 2: Black Hole Rising,89.0,34.0,9.4,97.0
Borderlands 2 (4),64.0,31.0,7.6,358.0
Drakengard,63.0,55.0,9.1,89.0
Champions: Return to Arms,77.0,48.0,8.8,43.0
Harry Potter and the Goblet of Fire,68.0,29.0,6.7,48.0
MX vs. ATV Untamed (2),59.0,12.0,,
007: Quantum of Solace (3),54.0,11.0,7.5,26.0
Tiger Woods PGA Tour 10 (3),80.0,51.0,6.9,20.0
Wall-E (4),64.0,8.0,,
Overwatch (3),91.0,62.0,6.8,4160.0
Harry Potter and the Half-Blood Prince (2),,,8.3,13.0
